42.12838,-122.7105,Ashland
42.55744,-122.6847,Big Butte
42.43489,-123.6758,Briggs Secret
42.0584,-123.5728,Elder Creek
42.01276,-123.0258,Elliott Ridge
42.08957,-122.5421,Emigrant Creek
42.64795,-122.9736,Evans Creek
42.14091,-123.4549,Grayback Creek
42.5325907,-124.0339932,Oak Flat
42.14524,-123.1131,Star Gulch
42.55801,-123.6025,Taylor Ridge
42.70369,-122.8506,Trail Creek
