SiteName,SiteAb,Rodne_PID,PCID,Insol,SolarIns,elevation_m,PVT,TPI,AET_1900_09,AET_2000_09,AET_2000_09SD,CWD_1900_09,CWD_2000_09,CWD_2000_09SD,POINT_X,POINT_Y,WatBal_AET_Current_V1_2019,WB_AET_Current_V2_2022,WatBal_AET_Futr_V1_2019,WB_AET_Future_V2_2022,WatBal_PET_Current_V1_2019,WB_PET_Current_V2_2022,WatBal_PET_Futr_V1_2019,WB_PET_Future_V2_2022,WatBal_Deficit_Current_V1_OR_2019,WB_Deficit_Current_V2_2022_2023,WatBal_Deficit_Futr_V1_OR_2019,WB_Deficit_Future_V2_2022
Ashland Watershed,AW,A10,PML04,Cool,1061311.125,1033,Douglas-fir - Dry,Mid Slope,469.2999878,436.3999939,55.52152634,616.539978,712,66.51798248,-122.6995884,42.16049053,386.9261475,551.0895996,391.6982117,546.2573242,729.6203613,773.3242798,800.9075317,841.4959717,342.6942444,222.2346802,409.2092896,295.238678
Ashland Watershed,AW,A41,ARH02,Warm,1441066.75,1416,Douglas-fir - Dry,Ridge Top,447.6000061,413,68.49087524,545.9000244,641,68.21472931,-122.7093564,42.1224735,381.2904358,584.4135742,419.3304138,591.1627808,774.7032471,811.6013794,886.0894165,897.5326538,393.4128418,227.1877747,466.7590027,306.369873
Ashland Watershed,AW,A41,ARH02,Warm,1441066.75,1416,Douglas-fir - Dry,Ridge Top,447.6000061,413,68.49087524,545.9000244,641,68.21472931,-122.7093564,42.1224735,381.2904358,584.4135742,419.3304138,591.1627808,774.7032471,811.6013794,886.0894165,897.5326538,393.4128418,227.1877747,466.7590027,306.369873
Ashland Watershed,AW,A07,ASH0,Cool,916706.0625,923,Douglas-fir - Dry,Mid Slope,465.2000122,440.3999939,54.78540039,606.8399658,704,65.58101654,-122.7089816,42.16577926,387.3015137,533.7736206,385.059021,526.4595947,669.7189941,737.7706909,722.1390991,799.7382202,282.41745,203.9970703,337.0800476,273.278656
Ashland Watershed,AW,A16,ASH1,Cool,874518.625,1047,Douglas-fir - Dry,Mid Slope,485.2999878,448.8999939,58.36000443,601.4099731,713,65.98548126,-122.7045308,42.15349452,387.8891296,565.5643311,387.0080872,559.6243896,660.9112549,800.6922607,713.3947754,869.6615601,273.0221252,235.1279297,326.3866577,310.0371704
Ashland Watershed,AW,A08,ASH2,Warm,1166229.25,989,Douglas-fir - Dry,Mid Slope,469.2999878,436.3999939,55.52152634,616.539978,712,66.51798248,-122.700355,42.16488891,374.2238464,572.5734863,391.6695557,561.6589966,737.8197632,840.8389282,823.1361694,907.2644653,363.5959167,268.2654419,431.4666138,345.6054688
Ashland Watershed,AW,A11,ASH3,Warm,1446991.5,1167,Douglas-fir - Dry,Ridge Top,465.2000122,440.3999939,54.78540039,606.8399658,704,65.58101654,-122.7038345,42.15850405,373.1680298,563.8504639,393.9321289,556.40448,778.9232788,808.5598755,874.1887817,878.6716309,405.755249,244.7094421,480.2566223,322.2671509
Ashland Watershed,AW,A12,ASH4,Warm,1284636.75,1032,Douglas-fir - Dry,Mid Slope,471.8999939,429,55.8927536,571.7800293,679,68.60948944,-122.7000308,42.15690951,374.5694885,540.253479,394.3647156,535.5783081,762.1132202,724.9176636,852.2299805,787.0222778,387.5437012,184.6641693,457.8652649,251.443985
Ashland Watershed,AW,A20,ASH5,Warm,1302599.125,1153,Douglas-fir - Dry,Mid Slope,475.6000061,437.7000122,52.37184525,569,671,67.58068085,-122.6858065,42.14811409,368.4677734,519.805603,389.5800171,512.4782104,759.8625488,661.0877686,853.0872803,713.1609497,391.3947754,141.2821808,463.5072327,200.6827545
Ashland Watershed,AW,A18,ASH6,Warm,1355113,1212,Douglas-fir - Dry,Ridge Top,471.8999939,429,55.8927536,571.7800293,679,68.60948944,-122.698999,42.14949142,377.252533,582.7374878,398.9855042,573.519043,774.8951416,840.1191406,871.6415405,910.7041016,397.6426086,257.3816833,472.6560059,337.1849976
Ashland Watershed,AW,A04,ASH8,Warm,1321314.375,954,Douglas-fir - Dry,Ridge Top,464.6000061,434.8999939,53.99157333,652.5599976,725,62.97509384,-122.7042862,42.16952968,370.5614014,558.6001587,389.5880432,546.9161377,749.0687866,839.8303833,836.3264771,906.4364014,378.5073853,281.2301941,446.7384338,359.5202942
Ashland Watershed,AW,A26,PB01,Cool,693275.1875,1051,Douglas-fir - Moist,Bottom Slope,499,455,59.33127213,560.0499878,679,67.66821289,-122.7131231,42.14115969,398.2355042,546.600647,397.2804871,542.2733765,670.8222046,694.3408203,725.8864746,751.4661255,272.5866699,147.7401581,328.6059875,209.1927948
Ashland Watershed,AW,A05,PRH04,Warm,1433473.375,1248,Ponderosa pine - Dry,Ridge Top,475.6000061,425.2000122,57.84427261,561.7800293,659,65.51354218,-122.7319452,42.1675102,392.5802307,569.5574951,419.6965942,566.7168579,785.1929932,781.1461182,889.7731934,853.7301636,392.6127625,211.5886536,470.0766296,287.0133057
Ashland Watershed,AW,A54,ARL01,Warm,1250752.875,1599,White fir - Cool,Ridge Top,402.8999939,384.6000061,63.36118698,542.4099731,647,62.78702927,-122.6606831,42.11217374,339.6283875,564.4172974,366.7129211,571.1765747,698.0039673,767.2185669,788.6975098,847.7939453,358.3756104,202.8012543,421.9845886,276.6174011
Ashland Watershed,AW,A46,AMH02,Warm,1350579.375,1357,White fir - Cool,Mid Slope,447.2000122,411.5,68.07679749,550.9099731,648,67.62091827,-122.7007697,42.11962429,372.6498108,556.8758545,413.718689,563.3456421,742.8530273,743.3261108,856.0349121,820.8909912,370.203186,186.4502563,442.3162231,257.5453186
Ashland Watershed,AW,A50,AMH04,Warm,1363289.25,1733,White fir - Cool,Mid Slope,415.7000122,377.6000061,60.40728378,425.519989,562,68.46931458,-122.6754231,42.11563295,335.533783,588.1553955,374.664917,598.4034424,721.296814,796.0690918,827.6124878,883.5548706,385.763031,207.9137421,452.9475708,285.1513977
Ashland Watershed,AW,A57,AML04,Warm,1269506,1726,White fir - Cool,Mid Slope,415,383.7000122,63.53274918,429.4899902,566,67.81737518,-122.6798062,42.11080057,344.008667,596.8209839,374.5815125,605.5094604,695.8841553,809.5404663,790.0473022,897.1466675,351.8754578,212.7194824,415.4657898,291.6372375
Ashland Watershed,AW,A56,AMH05,Warm,1300214.375,1559,White fir - Cool,Ridge Top,485.5,427.5,70.63745117,368.6000061,509,66.73381042,-122.7506178,42.11097824,354.1424255,542.7418213,412.1849365,559.3052368,662.4249268,683.3128052,786.8481445,766.3375244,308.2825012,140.5710144,374.6632385,207.0323181
Ashland Watershed,AW,A58,ASH7,Cool,980766.125,1551,White fir - Cool,Bottom Slope,467.1000061,417,74.97599792,385.5,518,69.02972412,-122.7360461,42.10823329,355.1238403,587.6279907,387.0462952,603.9424438,595.3914795,755.4118652,682.729248,843.3612671,240.2676086,167.7838287,295.6829224,239.4188385
Ashland Watershed,AW,A34,PMH04,Warm,1263728.25,1181,White fir - Intermediate,Mid Slope,474.1000061,438.3999939,69.16964722,555.8200073,656,68.3132019,-122.720473,42.12812682,385.916748,589.4220581,410.4310608,591.9777832,729.4368896,804.046814,819.3572388,881.9275513,343.5201416,214.6247406,408.926178,289.9497681
Ashland Watershed,AW,A28,PRL03,Cool,1119313.5,1228,White fir - Intermediate,Ridge Top,466.3999939,431.2999878,58.99499893,539.0599976,632,61.47046661,-122.6731067,42.13828995,371.1600647,582.1178589,377.1990051,579.2761841,679.114563,825.0661011,744.9055786,898.0664063,307.9545288,242.9482117,367.706543,318.7901917
Ashland Watershed,AW,A21,AMH01,Warm,1423627.25,1456,White fir - Intermediate,Mid Slope,476.2000122,430.1000061,67.94917297,540.7800293,643,67.09713745,-122.7433906,42.14770215,390.1618652,565.1907349,439.8143921,567.2136841,746.232605,750.3318481,868.5875244,826.4528809,356.0707703,185.1411743,428.7731628,259.2391357
Ashland Watershed,AW,A37,AMH03,Warm,1307245.125,1402,White fir - Intermediate,Mid Slope,444.3999939,419.8999939,71.75437164,542.3300171,631,67.06550598,-122.7099413,42.12690392,359.4592896,586.6520996,414.0889282,593.7224731,721.4851074,812.9921265,847.7427979,898.9985962,362.0258179,226.3400421,433.6538391,305.2760925
Ashland Watershed,AW,A24,PRL02,Cool,1015393.188,1107,White fir - Intermediate,Ridge Top,499,455,59.33127213,560.0499878,679,67.66821289,-122.71635,42.14185258,378.9370117,570.7511597,388.0538635,570.2467651,655.7064209,793.1940308,716.435791,867.5843506,276.7694092,222.4428864,328.381897,297.3375854
Ashland Watershed,AW,A30,PML03,Warm,1139494.75,1251,White fir - Intermediate,Mid Slope,461.8999939,426.7999878,61.45372391,536.5200195,635,63.60979843,-122.7090272,42.13801449,380.4265137,579.7234497,398.8171692,579.6196289,709.6856079,798.9238281,792.3770142,874.6026611,329.2590942,219.2003937,393.559845,294.9830322
Ashland Watershed,AW,A29,AB01,Cool,1034562.438,1156,White fir - Intermediate,Bottom Slope,478.7000122,440.2000122,62.85507202,524.4500122,625,64.65852356,-122.7115132,42.13815999,397.421051,562.0303345,412.2235107,565.8145142,680.9776001,748.375,751.8372803,821.6948242,283.5565796,186.3446655,339.613739,255.8802948
Ashland Watershed,AW,A22,PRH01,Warm,1294520.875,1239,White fir - Intermediate,Ridge Top,469.2000122,424.5,59.62088394,544.3900146,642,63.09527969,-122.6937865,42.14488107,377.6818542,590.1861572,395.1900635,581.5015869,754.7593994,833.6408691,845.6342773,902.4833984,377.0775757,243.4546814,450.4442139,320.9818115
Ashland Watershed,AW,A02,PMH02,Warm,1307130.625,1290,White fir - Intermediate,Mid Slope,473.3999939,433.5,62.32696152,548.1799927,648,64.68740845,-122.7365792,42.17301202,405.1948547,564.6453857,423.7055054,562.0366821,763.8615112,761.3748779,855.649353,832.1196899,358.666626,196.7294922,431.9438477,270.0829468
Ashland Watershed,AW,A43,AML02,Cool,1031520.125,1566,White fir - Intermediate,Mid Slope,432.3999939,394.7000122,60.26449966,419.019989,552,68.77165222,-122.6719733,42.1216339,353.4994812,545.2919922,376.994873,545.6433105,675.9234009,702.3103638,763.1182251,768.649353,322.4239502,157.0184174,386.1233826,223.0060425
Ashland Watershed,AW,A09,PB04,Cool,1007686.938,946,White fir - Intermediate,Bottom Slope,486.7999878,449.5,56.52654266,623.5200195,724,64.15689087,-122.7115691,42.16080342,373.8280334,570.835144,382.1497498,565.392334,712.414978,820.6826782,786.2976074,890.1190796,338.5869446,249.8475189,404.1478882,324.7267456
Ashland Watershed,AW,A25,PRH03,Warm,1391317.375,1260,White fir - Intermediate,Ridge Top,481.2999878,429.7999878,62.14145279,552.960022,658,63.54036331,-122.7322256,42.14182078,397.7956543,569.4770508,422.9039001,573.8272705,774.5858154,778.6461182,875.7976685,859.0427856,376.7901917,209.1690826,452.8937378,285.2154846
Ashland Watershed,AW,A44,PMH05,Warm,1266438.5,1236,White fir - Intermediate,Bottom Slope,461.2000122,412.7000122,78.73379517,534.4899902,635,67.94125366,-122.7135443,42.12156363,390.0478821,586.1138306,414.8134766,594.3781738,745.0876465,803.958313,841.7849121,888.3053589,355.0397644,217.8445282,426.971405,293.9271545
Ashland Watershed,AW,A49,AML05,Cool,1105149,1411,White fir - Intermediate,Mid Slope,428,411.1000061,65.67868805,493.9899902,594,63.68709564,-122.6932042,42.11571396,363.7853088,574.3231201,388.3540039,583.2561035,669.6398926,777.6623535,755.0588989,861.1997681,305.8545532,203.3392029,366.704895,277.9436646
Ashland Watershed,AW,A32,ARL05,Warm,1202755.875,1469,White fir - Intermediate,Ridge Top,460.6000061,422.3999939,64.04717255,527.7000122,628,63.06753922,-122.6867929,42.13456594,363.2424011,579.7319336,383.2493286,585.2731323,685.8588867,811.8150635,768.6967163,895.944519,322.6164856,232.0831299,385.4473572,310.6713562
Ashland Watershed,AW,A52,AB04,Cool,809125.1875,1390,White fir - Intermediate,Bottom Slope,485.5,427.5,70.63745117,368.6000061,509,66.73381042,-122.7500131,42.11469519,362.7516785,554.0690308,388.7497253,568.0219116,588.2662964,701.8483276,669.3071289,782.3411865,225.5146332,147.7792816,280.5574036,214.3193054
Ashland Watershed,AW,A48,AML01,Warm,1161998.25,1515,White fir - Intermediate,Ridge Top,461.2000122,409.5,66.45487213,383.5700073,519,64.8144989,-122.7321594,42.11587479,383.8913574,582.8164063,411.0519714,593.0097656,677.3825073,784.9279175,764.1461792,873.2981567,293.4911194,202.1114807,353.0942383,280.2883911
Ashland Watershed,AW,A36,AML03,Warm,1127983.375,1355,White fir - Intermediate,Mid Slope,485.5,449.1000061,66.96782684,466.25,577,70.5819397,-122.7468423,42.1272968,383.7053833,568.8206787,407.8827515,577.3237915,668.5183716,755.8446045,750.8137817,838.7875977,284.8129578,187.0239258,342.9310608,261.4638062
Ashland Watershed,AW,A35,AB03,Cool,947592.3125,1211,White fir - Intermediate,Bottom Slope,450.7999878,421.8999939,66.35879517,544.7199707,640,67.35060883,-122.693913,42.12773938,382.5384521,585.722168,399.9683533,590.2138062,709.5319214,805.918396,793.171875,884.9141235,326.9934998,220.1962128,393.2034912,294.7002869
Ashland Watershed,AW,A47,ARL02,Cool,1104020.5,1467,White fir - Intermediate,Ridge Top,476.6000061,430.1000061,67.54916382,477.4700012,575,65.68149567,-122.7303606,42.11824175,378.6541443,559.7060547,400.9506836,569.7723999,668.8186035,739.710083,748.8148193,823.1960449,290.1644592,180.0039825,347.8641663,253.4236908
Ashland Watershed,AW,A53,ARL04,Warm,1191939.875,1333,White fir - Intermediate,Mid Slope,453.3999939,416.3999939,74.93624115,514.4699707,605,70.30000305,-122.6997884,42.11383174,362.2539368,568.3822021,401.9842224,578.546936,689.0740967,758.0482788,792.484436,839.1594238,326.8201599,189.6661072,390.5002136,260.6124573
Ashland Watershed,AW,A31,PML05,Cool,1092752.625,1310,White fir - Intermediate,Ridge Top,466.3999939,431.2999878,58.99499893,539.0599976,632,61.47046661,-122.6732798,42.13534626,364.5339966,575.4157715,383.6208191,577.442749,681.7642212,810.3441772,761.7374268,888.3959351,317.2302246,234.9283752,378.1166382,310.953186
Ashland Watershed,AW,A45,ARH05,Warm,1347212.5,1693,White fir - Intermediate,Ridge Top,432.3999939,394.7000122,60.26449966,419.019989,552,68.77165222,-122.6733513,42.11982532,339.1328125,558.9187012,370.1610413,563.3478394,677.2561035,731.4862671,771.0992432,806.7363892,338.123291,172.5675201,400.9382019,243.3885498
Ashland Watershed,AW,A39,ARH03,Warm,1439589.125,1407,White fir - Intermediate,Ridge Top,473.6000061,424.7999878,69.48064423,537.6599731,640,68.24973297,-122.7408535,42.12592021,370.632019,559.2147827,439.4116211,566.6430054,717.7390137,747.9710083,852.050293,830.5001831,347.1069946,188.7562256,412.6386414,263.8571472
Ashland Watershed,AW,A42,PML02,Cool,1107916.75,1252,White fir - Intermediate,Mid Slope,476.6000061,430.1000061,67.54916382,477.4700012,575,65.68149567,-122.7321,42.12216744,378.1763916,577.3825684,394.3985901,585.3597412,631.7700806,785.5917969,700.9356689,869.9315186,253.593689,208.2092285,306.5370483,284.5717773
Ashland Watershed,AW,A40,AB02,Warm,1138345.625,1164,White fir - Intermediate,Bottom Slope,511.5,447.2000122,63.16296387,469.269989,585,72.63942719,-122.7365528,42.12282792,392.2009277,546.1602173,425.7111816,550.9462891,678.8389893,688.6797485,768.9706421,756.3625488,286.638092,142.5195313,343.2594604,205.4162445
Ashland Watershed,AW,A51,ARL03,Cool,1074891.375,1353,White fir - Intermediate,Mid Slope,467.1000061,417,74.97599792,385.5,518,69.02972412,-122.7413293,42.11504877,386.2383423,571.3151855,402.3910522,583.3186646,631.8591919,754.8199463,701.9350586,840.2390137,245.6208344,183.504776,299.5440063,256.9203186
Ashland Watershed,AW,A38,PRL05,Warm,1181808.5,1258,White fir - Intermediate,Ridge Top,474.1000061,438.3999939,69.16964722,555.8200073,656,68.3132019,-122.7274386,42.12662162,363.3696594,562.3416748,403.4527588,569.7069092,668.097229,756.5336914,763.7670898,837.1224976,304.7275696,194.1920319,360.3143311,267.4156494
Ashland Watershed,AW,A55,AB05,Cool,841350.25,1395,White fir - Intermediate,Bottom Slope,467.1000061,417,74.97599792,385.5,518,69.02972412,-122.7422043,42.11174139,377.5254822,576.1972656,397.2331238,584.1531982,586.7202148,744.734436,659.1646118,824.1904907,209.1947479,168.5371857,261.9315186,240.0373077
Big Butte Creek,BB,BA,MBB,Cool,1127968.5,708,Douglas-fir - Dry,Mid Slope,528.5,479.7999878,70.54048157,604.1900024,705,78.55770111,-122.6833813,42.55881431,398.9198608,565.9969482,415.2694092,557.7977295,694.4736938,783.4641113,765.0122681,850.913269,295.5538025,217.4671783,349.7428284,293.1155396
Big Butte Creek,BB,B01,BB01,Warm,1170325.875,671,Douglas-fir - Dry,Mid Slope,529.5999756,479.2000122,68.92430878,636,725,80.4043045,-122.686348,42.56004422,398.0499573,563.5892944,420.653717,555.9932861,706.6082764,779.5212402,782.1784058,846.4605713,308.5583191,215.9319611,361.5247192,290.4672852
Big Butte Creek,BB,B10,BB10,Cool,1092673,758,Douglas-fir - Dry,Mid Slope,533.5999756,470.3999939,75.02426147,528.0599976,654,76.19386292,-122.6864111,42.55383167,407.5018921,561.2987061,417.0425415,554.9498291,693.546814,759.4266357,756.8337402,825.2976074,286.0448914,198.1279449,339.7911987,270.3477783
Big Butte Creek,BB,B06,BB06,Warm,1196786.375,714,Douglas-fir - Dry,Mid Slope,525.2999878,462.2000122,72.66333008,512.3599854,642,72.38818359,-122.6855042,42.55662845,392.1529541,569.2559204,410.081604,562.8256836,702.2855225,777.1664429,775.6502686,844.3292236,310.1325684,207.9105072,365.5686951,281.5035095
Big Butte Creek,BB,B08,BB08,Warm,1154701.75,747,Douglas-fir - Dry,Mid Slope,525.2999878,462.2000122,72.66333008,512.3599854,642,72.38818359,-122.6834103,42.55516237,402.5211487,572.9133301,420.0819092,566.3046265,703.2530518,781.9674683,775.4765625,849.9423218,300.7319031,209.0541382,355.3946533,283.6376953
Big Butte Creek,BB,B03,BB03,Warm,1187062.75,693,Douglas-fir - Dry,Mid Slope,528.5,479.7999878,70.54048157,604.1900024,705,78.55770111,-122.6846628,42.55834438,399.2011719,566.0836792,419.7868042,558.6602783,699.5506592,780.5373535,774.3571777,847.9597778,300.3494873,214.4536896,354.5704041,289.299469
Big Butte Creek,BB,B03,BB03,Warm,1187062.75,693,Douglas-fir - Dry,Mid Slope,528.5,479.7999878,70.54048157,604.1900024,705,78.55770111,-122.6846628,42.55834438,399.2011719,566.0836792,419.7868042,558.6602783,699.5506592,780.5373535,774.3571777,847.9597778,300.3494873,214.4536896,354.5704041,289.299469
Big Butte Creek,BB,B09,BB09,Warm,1139190,761,Douglas-fir - Dry,Mid Slope,525.2999878,462.2000122,72.66333008,512.3599854,642,72.38818359,-122.6826363,42.55443426,406.8084106,571.4983521,417.0541687,565.0900269,696.7174072,779.1820679,762.3511353,847.2684326,289.9089966,207.6837158,345.296936,282.1784668
Big Butte Creek,BB,B05,BB05,Warm,1165521.625,708,Douglas-fir - Dry,Mid Slope,525.2999878,462.2000122,72.66333008,512.3599854,642,72.38818359,-122.6853643,42.55745741,393.7720337,568.1401978,414.2802124,560.8670654,703.670166,781.4118042,779.6017456,848.9472656,309.8981323,213.2715759,365.3215027,288.0801392
Big Butte Creek,BB,B04,BB04,Cool,1112929.875,728,Douglas-fir - Dry,Mid Slope,528.5,479.7999878,70.54048157,604.1900024,705,78.55770111,-122.6829231,42.55835614,399.1831055,565.1154785,417.8543091,556.6990356,697.9879761,783.6207886,771.527771,851.2931519,298.8048706,218.5053101,353.6734619,294.5941162
Big Butte Creek,BB,B02,BB02,Cool,1086339.875,656,Douglas-fir - Dry,Mid Slope,529.5999756,479.2000122,68.92430878,636,725,80.4043045,-122.6899468,42.55889004,397.0725403,563.6491699,410.8362427,557.4243774,691.9091797,770.0594482,756.7441406,836.0653687,294.8366394,206.4102936,345.9078979,278.6410217
Big Butte Creek,BB,B07,BB07,Warm,1187237.875,726,Douglas-fir - Dry,Mid Slope,525.2999878,462.2000122,72.66333008,512.3599854,642,72.38818359,-122.6847798,42.55574973,408.8524475,571.0048828,422.7645264,564.581543,696.1932983,779.1338501,764.6168823,846.7063599,287.3408508,208.1290131,341.852356,282.1248474
Boaz Gulch,BO,Z01,BoazPML01,Cool,1022257.063,1024,Douglas-fir - Dry,Ridge Top,538.5999756,469.2999878,68.95513153,650.9199829,774,75.03753662,-123.0159922,42.16366909,381.750061,531.3856201,386.7237549,520.12854,739.0673828,774.3864136,807.7915649,832.6629639,357.3173523,243.0007477,421.0678101,312.5344238
Boaz Gulch,BO,Z02,BoazPRH01,Warm,1196072.75,1035,Douglas-fir - Dry,Ridge Top,538.5999756,469.2999878,68.95513153,650.9199829,774,75.03753662,-123.0157286,42.16249152,386.0003967,547.3673706,389.2773438,535.7859497,734.414856,812.4047852,801.2492065,873.822876,348.4144592,265.0374146,411.9718628,338.0369263
Boaz Gulch,BO,Z03,BoazPRL01,Cool,1004773.563,1053,Douglas-fir - Dry,Ridge Top,538.5999756,469.2999878,68.95513153,650.9199829,774,75.03753662,-123.0149263,42.16044334,379.3658142,547.8236084,384.0576782,535.9468994,709.9259644,811.6622314,776.0203857,873.1244507,330.5601501,263.8385925,391.9627075,337.1775513
Briggs Secret,BS,R08,BS08,Cool,913718.9375,902,Tan oak - Douglas-fir - Dry,Ridge Top,518,492.6000061,73.42914581,579.8599854,668,82.40145111,-123.6764377,42.43472453,422.1544495,586.3300171,411.9753418,581.8825684,670.3018799,786.1262207,709.3135986,851.5159302,248.1474457,199.7962036,297.3382874,269.6333313
Briggs Secret,BS,R09,BS09,Warm,1230184.875,961,Tan oak - Douglas-fir - Dry,Ridge Top,518,492.6000061,73.42914581,579.8599854,668,82.40145111,-123.675542,42.43380547,442.8407288,599.0888672,431.9822693,592.8018799,750.7299805,812.644043,795.1070557,879.3444214,307.8892822,213.555191,363.1248169,286.542511
Briggs Secret,BS,R10,BS10,Warm,1403772,922,Tan oak - Douglas-fir - Dry,Ridge Top,544.9000244,515.0999756,72.62981415,615.8499756,703,85.2071228,-123.6748185,42.43194976,468.8345032,584.3374023,462.0410461,579.8821411,814.7317505,784.3067017,864.9118652,849.7590942,345.8972778,199.9693146,402.8708496,269.8769531
Briggs Secret,BS,R01,BS01,Warm,1322780.25,899,Tan oak - Douglas-fir - Dry,Ridge Top,544.9000244,515.0999756,72.62981415,615.8499756,703,85.2071228,-123.6769353,42.43214797,454.7611084,605.2762451,445.8579407,597.3275146,775.6314697,820.3943481,822.6585693,885.3405762,320.8703308,215.118103,376.8006287,288.013092
